properties_coddep,properties_codtypbien,properties_anneemut,properties_valeurfonc,properties_sterr,properties_sbati,id
39,111,2017,125183512.75,3949265.0,95860.0,911
39,111,2018,133128947.0,2666792.0,97371.0,936
39,111,2019,154074281.41,4027681.0,109826.0,1047
39,111,2020,155187377.05,2667544.0,106751.0,978
39,111,2021,189016768.26,6459887.0,119535.0,1121
39,111,2022,204144362.31,4994925.0,117282.0,1099
39,111,2023,158280120.35,2049728.0,89921.0,873
39,112,2014,2472250.0,66325.0,4262.0,25
39,112,2015,4984154.0,72263.0,5920.0,32
39,112,2016,4182198.0,79127.0,5099.0,25
39,112,2017,4152672.5,165636.0,6130.0,28
39,112,2018,5064303.0,168355.0,5502.0,27
39,112,2019,5470063.0,248522.0,6511.0,35
39,112,2020,5765611.4,179433.0,7078.0,36
39,112,2021,6645134.5,108656.0,7502.0,35
39,112,2022,9969249.67,190330.0,10610.0,44
39,112,2023,6832357.0,468334.0,6311.0,34
39,120,2014,3566060.0,953938.0,6088.0,24
39,120,2015,5232100.0,1002496.0,9849.0,32
39,120,2016,5496596.0,229398.0,7488.0,32
39,120,2017,4001750.0,62675.0,6881.0,27
39,120,2018,6231940.0,169325.0,13042.0,43
39,120,2019,6946402.0600000005,70582.0,14490.0,44
39,120,2020,6844765.0,49506.0,10281.0,42
39,120,2021,10253578.34,102608.0,14633.0,49
39,120,2022,11638131.9,82419.0,14631.0,55
39,120,2023,6498350.0,52898.0,9912.0,34
39,121,2014,11061450.44,54799.0,9391.0,130
39,121,2015,10045017.97,26242.0,8455.0,123
39,121,2016,10097706.0,17264.0,8754.0,127
39,121,2017,10157162.8,37383.0,7850.0,127
39,121,2018,15530900.76,1308148.0,12574.0,169
39,121,2019,16163742.5,25425.0,12582.0,186
39,121,2020,17692846.27,33267.0,14295.0,210
39,121,2021,21405154.0,8822.0,15525.0,231
39,121,2022,20939410.0,15234.0,14076.0,198
39,121,2023,18759703.3,57319.0,11888.0,188
39,122,2014,4197887.0,44106.0,6349.0,40
39,122,2015,5040449.0600000005,71476.0,6708.0,48
39,122,2016,6125883.4,57206.0,6954.0,46
39,122,2017,6601825.0,77552.0,9116.0,58
39,122,2018,7127728.0,164989.0,8984.0,63
39,122,2019,9256664.8,88610.0,9541.0,68
39,122,2020,9333508.0,143771.0,9279.0,61
39,122,2021,14345296.0,294028.0,13014.0,83
39,122,2022,12914817.0,157922.0,12538.0,81
39,122,2023,10162683.0,177022.0,8213.0,53
39,131,2014,696576.69,27838.0,0.0,26
39,131,2015,889954.0,144626.0,0.0,48
39,131,2016,1476949.0,96631.0,0.0,38
39,131,2017,730700.0,82016.0,0.0,27
39,131,2018,608301.0,84202.0,0.0,30
39,131,2019,449450.0,14045.0,0.0,26
39,131,2020,426200.0,39284.0,0.0,28
39,131,2021,878314.0,65922.0,0.0,39
39,131,2022,1106290.79,118770.0,0.0,35
39,131,2023,1670425.0,188995.0,0.0,36
39,132,2014,34500.0,1510.0,0.0,3
39,132,2015,1.0,150.0,0.0,1
39,132,2016,37305.72,317.0,0.0,3
39,132,2017,222000.0,2721.0,0.0,5
39,132,2018,197500.0,6472.0,0.0,7
39,132,2019,84000.0,641.0,0.0,4
39,132,2020,239792.9,28991.0,0.0,12
39,132,2021,416100.0,11726.0,0.0,14
39,132,2022,359245.0,2416.0,0.0,14
39,132,2023,394900.0,4962.0,0.0,13
39,151,2014,600200.0,7688.0,836.0,5
39,151,2015,1974371.25,10354.0,2662.0,9
39,151,2016,649850.0,18340.0,775.0,5
39,151,2017,2215372.0,13346.0,3340.0,3
39,151,2018,1127100.0,120618.0,1514.0,5
39,151,2019,1521000.0,22549.0,2025.0,11
39,151,2020,719000.0,18442.0,1384.0,5
39,151,2021,4691200.0,32695.0,8323.0,12
39,151,2022,2798856.44,26953.0,3744.0,10
39,151,2023,2241612.3,13519.0,2354.0,7
39,152,2014,5938457.08,334676.0,15707.0,48
39,152,2015,11746217.34,418570.0,171868.0,64
39,152,2016,10348163.0,297987.0,45764.0,62
39,152,2017,29979958.0,370743.0,68389.0,65
39,152,2018,11929628.54,303039.0,23778.0,61
39,152,2019,15555075.67,184446.0,30863.0,74
39,152,2020,15626102.0,2026736.0,45080.0,64
39,152,2021,15683296814.6,114518708.0,44131384.0,154
39,152,2022,23551345.67,388244.0,68723.0,102
39,152,2023,12275694.0,140651.0,19229.0,57
39,221,2014,359647.34,11801.0,0.0,26
39,221,2015,162978.5,15090.0,0.0,24
39,221,2016,266137.0,10297.0,0.0,15
39,221,2017,365787.0,46930.0,0.0,23
39,221,2018,260005.0,12305.0,0.0,22
39,221,2019,713897.0,21565.0,0.0,37
39,221,2020,482900.0,14591.0,0.0,28
39,221,2021,390901.25,13418.0,0.0,30
39,221,2022,483078.0,21254.0,0.0,41
39,221,2023,457171.0,22887.0,0.0,29
39,222,2019,748.0,4400.0,0.0,1
39,223,2020,55000.0,10266.0,0.0,1
39,223,2021,3890.0,389.0,0.0,1
39,229,2014,2364236.7,127008.0,0.0,119
39,229,2015,2309796.54,81120.0,0.0,114
39,229,2016,3279002.16,60888.0,0.0,103
39,229,2017,4937227.74,84525.0,0.0,117
39,229,2018,3751560.13,96102.0,0.0,91
39,229,2019,4884949.08,95973.0,0.0,107
39,229,2020,2742914.2,65249.0,0.0,106
39,229,2021,5007371.43,97442.0,0.0,145
39,229,2022,5820694.71,88394.0,0.0,139
39,229,2023,3447497.38,68830.0,0.0,126
39,232,2014,4201218.16,8004257.0,0.0,148
39,232,2015,1770046.95,3113835.0,0.0,124
39,232,2016,1260303.0,2953269.0,0.0,110
39,232,2017,3959667.7,5520404.0,0.0,164
39,232,2018,1471845.6,2842653.0,0.0,163
39,232,2019,1260526.03,2039186.0,0.0,142
39,232,2020,3373270.21,4717098.0,0.0,139
39,232,2021,2087741.35,3995734.0,0.0,168
39,232,2022,2903487.55,4549196.0,0.0,185
39,232,2023,5516518.01,8106510.0,0.0,250
39,233,2014,183444.6,31644.0,0.0,12
39,233,2015,35282.0,94018.0,0.0,8
39,233,2016,965367.0,964835.0,0.0,10
39,233,2017,34466.0,42369.0,0.0,5
39,233,2018,79896.75,80643.0,0.0,13
39,233,2019,530771.6,200893.0,0.0,15
39,233,2020,78195.62,118390.0,0.0,10
39,233,2021,8482.0,12544.0,0.0,11
39,233,2022,153675.5,50122.0,0.0,12
39,233,2023,33591.0,76760.0,0.0,11
39,239,2014,25271.760000000002,132077.0,0.0,4
39,239,2015,22450.0,76289.0,0.0,4
39,239,2016,1.0,75553.0,0.0,1
39,239,2017,157306.0,404388.0,0.0,7
39,239,2018,51524.0,176209.0,0.0,6
39,239,2019,2400.0,6269.0,0.0,1
39,239,2020,163237.0,71014.0,0.0,2
39,239,2021,5500.0,107107.0,0.0,2
39,239,2022,3262.0,23078.0,0.0,2
39,239,2023,5600.0,25158.0,0.0,2
39,2311,2014,634765.0,379581.0,0.0,46
39,2311,2015,639771.12,314487.0,0.0,43
39,2311,2016,1247036.2,742882.0,0.0,44
39,2311,2017,656895.0,310374.0,0.0,40
39,2311,2018,1000780.9,527168.0,0.0,32
39,2311,2019,342380.62,167017.0,0.0,34
39,2311,2020,1093329.6099999999,366319.0,0.0,32
39,2311,2021,609556.15,241116.0,0.0,33
39,2311,2022,827363.3,309466.0,0.0,47
39,2311,2023,1529046.3,471963.0,0.0,61
39,2312,2014,131180.0,22209.0,0.0,12
39,2312,2015,189041.0,80877.0,0.0,26
39,2312,2016,242385.0,18899.0,0.0,12
39,2312,2017,259956.0,21620.0,0.0,10
39,2312,2018,140850.0,38192.0,0.0,17
39,2312,2019,218345.0,32753.0,0.0,16
39,2312,2020,278349.08,52568.0,0.0,28
39,2312,2021,282867.5,38432.0,0.0,26
39,2312,2022,307438.2,52055.0,0.0,28
39,2312,2023,593950.0,80822.0,0.0,23
39,2313,2014,13648460.23,8119854.0,0.0,481
39,2313,2015,12728246.15,7783310.0,0.0,558
39,2313,2016,10945310.51,9779344.0,0.0,511
39,2313,2017,12976839.97,9457132.0,0.0,500
39,2313,2018,11470730.95,8698181.0,0.0,501
39,2313,2019,15632035.91,10516957.0,0.0,604
39,2313,2020,10667927.5,8218365.0,0.0,499
39,2313,2021,14469982.9,11328796.0,0.0,618
39,2313,2022,16097063.45,12358899.0,0.0,574
39,2313,2023,11601931.129999999,11466870.0,0.0,583
39,2319,2014,2000.0,8090.0,0.0,1
39,2319,2015,5000.0,6600.0,0.0,1
39,2319,2016,14000.0,12872.0,0.0,2
39,2319,2019,33000.0,4882.0,0.0,1
39,2319,2020,2500.0,16663.0,0.0,1
39,2319,2021,16000.0,24074.0,0.0,2
39,2319,2023,41000.0,51214.0,0.0,3
40,14,2014,11839328.56,283582.0,126480.0,68
40,14,2015,33633984.730000004,351492.0,49086.0,85
40,14,2016,20949075.8,354369.0,40701.0,97
40,14,2017,40714336.94,406589.0,148876.0,103
40,14,2018,28162588.24,1038575.0,66703.0,107
40,14,2019,51458869.86,730600.0,107023.0,125
40,14,2020,23680172.15,396943.0,55637.0,103
40,14,2021,37901401.04,1812087.0,103024.0,128
40,14,2022,26350821.68,366498.0,44590.0,113
40,14,2023,27433431.0,522059.0,103443.0,110
40,20,2014,20408620.22,34787886.0,0.0,105
40,20,2015,6264978.67,4186499.0,0.0,96
40,20,2016,13419331.120000001,13069802.0,0.0,80
40,20,2017,6452701.93,7815740.0,0.0,80
40,20,2018,13051109.24,13872964.0,0.0,92
40,20,2019,9377836.49,11505706.0,0.0,83
40,20,2020,10332130.65,11118117.0,0.0,82
40,20,2021,21810855.74,14915351.0,0.0,102
40,20,2022,11708437.33,12004275.0,0.0,119
40,20,2023,24714092.41,21492246.0,0.0,126
40,21,2014,38365374.63,1063976.0,0.0,445
40,21,2015,44724466.14,1014922.0,0.0,550
40,21,2016,49137087.61,1260151.0,0.0,610
40,21,2017,66964419.13,1017571.0,0.0,801
40,21,2018,62466435.39,1327256.0,0.0,777
40,21,2019,75790223.42,1471405.0,0.0,788
40,21,2020,80752029.18,1068597.0,0.0,786
40,21,2021,91515108.54,1397991.0,0.0,922
40,21,2022,93373236.48,1372402.0,0.0,813
40,21,2023,77240285.08,1249777.0,0.0,591
40,101,2014,1250077.8399999999,3065.0,0.0,6
40,101,2015,2477626.4,1174.0,0.0,15
40,101,2016,14038948.1,6898.0,0.0,77
40,101,2017,26507473.7,21230.0,0.0,83
40,101,2018,28476164.0,6483.0,0.0,144
40,101,2019,59005666.2,11102.0,0.0,219
40,101,2020,43858526.48,4017.0,0.0,204
40,101,2021,73262185.25,10276.0,0.0,311
40,101,2022,66802365.7,7524.0,0.0,273
40,101,2023,55527686.2,1344.0,0.0,227
40,102,2014,8634100.0,0.0,0.0,3
40,102,2015,7975654.05,1588.0,0.0,8
40,102,2016,1024500.0,1906.0,108.0,5
40,102,2017,7497667.0,1561081.0,112.0,9
40,102,2018,1172840.0,64678.0,0.0,7
40,102,2019,2120035.0,15352.0,3393.0,7
40,102,2020,1066916.46,7823.0,175.0,10
40,102,2021,1063722.0,2460.0,132.0,9
40,102,2022,7830590.0,11785.0,670.0,22
40,102,2023,23970291.0,2491.0,423.0,11
40,110,2019,54900.0,1192.0,1.0,1
40,111,2014,203688829.79,2916302.0,118426.0,1139
40,111,2015,238235833.93,3987880.0,139288.0,1344
40,111,2016,279375961.16,4089443.0,156891.0,1471
40,111,2017,363832255.12,8172202.0,190552.0,1758
40,111,2018,367911086.48,5113865.0,186159.0,1741
40,111,2019,417500489.23,6755760.0,200494.0,1888
40,111,2020,447127718.47,7630643.0,206747.0,1941
40,111,2021,604844434.62,5971380.0,249291.0,2292
40,111,2022,576501046.67,8071759.0,215802.0,2018
40,111,2023,431817373.37,4916438.0,155610.0,1507
40,112,2014,15733291.84,1382084.0,14566.0,70
40,112,2015,15982851.25,1111231.0,16256.0,80
40,112,2016,16411581.24,582192.0,15558.0,79
40,112,2017,20972190.0,2920642.0,19040.0,85
40,112,2018,16220568.54,578675.0,12166.0,69
40,112,2019,26812697.85,1661449.0,20892.0,98
40,112,2020,21159783.0,347494.0,15434.0,79
40,112,2021,37566194.66,1203568.0,25274.0,127
40,112,2022,46030371.2,5839981.0,21504.0,101
40,112,2023,26900527.0,2350987.0,14411.0,74
40,120,2014,2524000.0,34136.0,3153.0,13
40,120,2015,2753656.67,22562.0,3225.0,15
40,120,2016,3397500.15,40120.0,4129.0,9
40,120,2017,3188281.0,6443.0,3454.0,14
40,120,2018,6220000.0,73791.0,6966.0,26
40,120,2019,5012995.0,93425.0,3920.0,24
40,120,2020,3712513.5300000003,12095.0,4190.0,21
40,120,2021,4656900.0,14010.0,3409.0,16
40,120,2022,4704690.0,20227.0,4659.0,17
40,120,2023,3224840.0,10252.0,3365.0,15
40,121,2014,42790672.379999995,2394.0,20397.0,352
40,121,2015,53337082.39,5600.0,24193.0,407
40,121,2016,60712490.620000005,51463.0,26474.0,480
40,121,2017,76616964.18,125748.0,32140.0,581
40,121,2018,87957959.91,11947.0,33567.0,619
40,121,2019,81233255.28,8482.0,32276.0,578
40,121,2020,74040262.55,6662.0,28945.0,510
40,121,2021,109504943.39,15668.0,37441.0,670
40,121,2022,97274130.64,7617.0,31073.0,553
40,121,2023,71780147.77,3297.0,20857.0,397
40,122,2014,2939233.0,24256.0,2630.0,23
40,122,2015,4691701.0,66076.0,5183.0,38
40,122,2016,6095594.0,171285.0,5836.0,43
40,122,2017,5270239.0,50399.0,4898.0,39
40,122,2018,4965206.0,29214.0,3706.0,30
40,122,2019,3960000.0,33307.0,3754.0,28
40,122,2020,6684883.16,148345.0,4867.0,41
40,122,2021,6623715.0,47848.0,4682.0,37
40,122,2022,5113118.0,93445.0,3747.0,29
40,122,2023,10797760.0,100723.0,3460.0,26
40,131,2014,1151501.0,91096.0,0.0,40
40,131,2015,519751.0,7709.0,0.0,26
40,131,2016,1801852.0,41225.0,0.0,44
40,131,2017,1015700.0,31011.0,0.0,32
40,131,2018,1074650.0,10087.0,0.0,45
40,131,2019,1682604.0,19945.0,0.0,56
40,131,2020,2271918.0,31755.0,0.0,41
40,131,2021,1864401.0,33234.0,0.0,41
40,131,2022,3871594.12,13873.0,0.0,40
40,131,2023,1273000.0,4691.0,0.0,39
40,132,2016,112500.0,2554.0,0.0,7
40,132,2017,19000.0,0.0,0.0,2
40,132,2018,42500.0,0.0,0.0,4
40,132,2019,50002.0,174.0,0.0,3
40,132,2020,224160.0,1606.0,0.0,4
40,132,2021,689960.0,7110.0,0.0,7
40,132,2022,551200.0,3122.0,0.0,8
40,132,2023,1188377.1,8682.0,0.0,16
40,151,2014,1380460.0,15633.0,2205.0,9
40,151,2015,748000.0,8449.0,1281.0,6
40,151,2016,1779882.0,42568.0,2057.0,7
40,151,2017,2052700.0,16187.0,1271.0,7
40,151,2018,2519676.0,28849.0,2556.0,8
40,151,2019,3109200.0,45631.0,2430.0,10
40,151,2020,2756418.0,14935.0,1936.0,10
40,151,2021,3417570.0300000003,23006.0,2682.0,11
40,151,2022,4781500.0,363049.0,3686.0,14
40,151,2023,3956455.5,14080.0,2906.0,14
40,152,2014,19938234.0,4447858.0,83382.0,54
40,152,2015,249097313.65,1468369.0,455079.0,49
40,152,2016,9109057.0,110991.0,10704.0,47
40,152,2017,23198210.5,1151304.0,95174.0,76
40,152,2018,30733857.0,669726.0,183109.0,65
40,152,2019,16174114.0,230031.0,20242.0,65
40,152,2020,39936377.06,729745.0,323851.0,83
40,152,2021,23504682.9,614899.0,30694.0,83
40,152,2022,21297847.0,318942.0,39638.0,71
40,152,2023,15557538.0,593986.0,32846.0,55
40,221,2014,1207469.77,15889.0,0.0,28
40,221,2015,1064600.0,17923.0,0.0,21
40,221,2016,787768.0,20305.0,0.0,33
40,221,2017,1027055.0,20255.0,0.0,30
40,221,2018,1079841.0,19281.0,0.0,30
40,221,2019,1433854.0,29277.0,0.0,27
40,221,2020,1045303.05,17102.0,0.0,24
40,221,2021,1114331.0,38557.0,0.0,30
40,221,2022,4056531.0,35031.0,0.0,44
40,221,2023,3552466.01,34469.0,0.0,52
40,222,2014,150.0,255.0,0.0,1
40,223,2019,30000.0,19339.0,0.0,1
40,223,2022,9058.0,13358.0,0.0,1
40,229,2014,5805919.46,156434.0,0.0,92
40,229,2015,5787690.92,93599.0,0.0,101
40,229,2016,5279874.8,199486.0,0.0,96
40,229,2017,5978212.109999999,71309.0,0.0,97
40,229,2018,6351174.04,256712.0,0.0,108
40,229,2019,6096094.64,127581.0,0.0,117
40,229,2020,5058788.64,100949.0,0.0,87
40,229,2021,23852535.419999998,148553.0,0.0,141
40,229,2022,12205692.95,107517.0,0.0,144
40,229,2023,8765079.53,102936.0,0.0,139
40,232,2014,8771909.49,16343223.0,0.0,248
40,232,2015,6936350.61,13303680.0,0.0,202
40,232,2016,5367574.56,10376611.0,0.0,186
40,232,2017,13275601.120000001,29467579.0,0.0,211
40,232,2018,16799382.19,24267969.0,0.0,198
40,232,2019,13312576.35,22033394.0,0.0,216
40,232,2020,11587414.42,11534131.0,0.0,177
40,232,2021,16671168.67,25609730.0,0.0,233
40,232,2022,11393208.32,12483760.0,0.0,232
40,232,2023,11020895.27,14495631.0,0.0,213
40,233,2014,2626040.9,2161690.0,0.0,96
40,233,2015,2325234.67,1765955.0,0.0,86
40,233,2016,1958711.5899999999,2337716.0,0.0,86
40,233,2017,2067472.1,2409235.0,0.0,105
40,233,2018,2936415.37,982353.0,0.0,114
40,233,2019,1912242.17,1835256.0,0.0,93
40,233,2020,910097.5,640414.0,0.0,55
40,233,2021,3202124.7,1781098.0,0.0,87
40,233,2022,3439535.3600000003,1371167.0,0.0,78
40,233,2023,3004615.6,1352764.0,0.0,98
40,239,2014,774473.0,1805300.0,0.0,10
40,239,2015,209900.0,581045.0,0.0,8
40,239,2016,214327.0,425210.0,0.0,10
40,239,2017,10700.0,56902.0,0.0,4
40,239,2018,594768.0,390515.0,0.0,11
40,239,2019,1457001.0,2177622.0,0.0,19
40,239,2020,323396.16000000003,414536.0,0.0,9
40,239,2021,765640.15,776639.0,0.0,8
40,239,2022,241300.0,599064.0,0.0,10
40,239,2023,1038479.6,1404032.0,0.0,14
40,2311,2014,2500.0,7550.0,0.0,1
40,2311,2015,347000.0,89117.0,0.0,5
40,2311,2016,149100.0,34776.0,0.0,4
40,2311,2017,126500.0,49857.0,0.0,4
40,2311,2018,37650.0,60455.0,0.0,2
40,2311,2019,133454.0,110612.0,0.0,3
40,2311,2020,62000.0,5745.0,0.0,2
40,2311,2021,165000.0,140143.0,0.0,4
40,2311,2022,72500.0,22816.0,0.0,3
40,2312,2015,32000.0,17678.0,0.0,1
40,2312,2016,17001.0,18919.0,0.0,1
40,2312,2017,32600.0,12563.0,0.0,1
40,2312,2019,14725.0,15544.0,0.0,2
40,2312,2020,25001.0,17139.0,0.0,2
40,2312,2022,30001.0,2498.0,0.0,3
40,2312,2023,71185.0,20353.0,0.0,3
40,2313,2014,9975478.51,8938659.0,0.0,192
40,2313,2015,10097600.52,5904580.0,0.0,211
40,2313,2016,10362599.55,8250556.0,0.0,214
40,2313,2017,10129322.43,4908674.0,0.0,206
40,2313,2018,12910637.48,8028517.0,0.0,212
40,2313,2019,13493367.04,9093470.0,0.0,201
40,2313,2020,9904374.78,6128343.0,0.0,168
40,2313,2021,12554466.36,6499873.0,0.0,219
40,2313,2022,15410915.91,11174257.0,0.0,261
40,2313,2023,38609608.59,10905068.0,0.0,269
41,14,2014,21706925.87,344144.0,77503.0,55
41,14,2015,18943907.82,1653272.0,71372.0,65
41,14,2016,78090306.36,1590498.0,160962.0,77
41,14,2017,15221206.98,313272.0,45599.0,75
41,14,2018,28682624.48,1180389.0,118843.0,72
41,14,2019,17038997.48,659183.0,63934.0,85
41,14,2020,156248054.35,1411760.0,225799.0,97
41,14,2021,51222790.58,1342235.0,137923.0,106
41,14,2022,38231975.06,2657110.0,80388.0,98
41,14,2023,39627184.71,1237569.0,92602.0,129
41,20,2014,4113227.27,3686454.0,0.0,57
41,20,2015,2621720.96,2531194.0,0.0,75
41,20,2016,6051600.39,4817166.0,0.0,83
41,20,2017,3287177.28,2103204.0,0.0,78
41,20,2018,6024474.65,7213933.0,0.0,75
41,20,2019,2911382.7199999997,2374915.0,0.0,74
41,20,2020,4763481.3,3597784.0,0.0,70
41,20,2021,3813044.84,2768502.0,0.0,85
41,20,2022,9137204.12,10095971.0,0.0,110
41,20,2023,6065800.56,5781675.0,0.0,78
41,21,2014,7130757.29,267125.0,0.0,149
41,21,2015,8222286.33,319509.0,0.0,134
41,21,2016,7932566.39,487088.0,0.0,176
41,21,2017,7935742.7,918588.0,0.0,176
41,21,2018,9061163.33,584062.0,0.0,149
41,21,2019,9917304.629999999,443965.0,0.0,212
41,21,2020,10938413.73,333880.0,0.0,178
41,21,2021,15143509.5,832257.0,0.0,266
41,21,2022,28438942.3,877200.0,0.0,278
41,21,2023,11659504.23,288812.0,0.0,163
41,101,2014,12839511.280000001,28295.0,0.0,3
41,101,2016,223500.0,0.0,0.0,2
41,101,2018,63480000.0,176619.0,0.0,1
41,101,2019,13443310.0,30735.0,0.0,2
41,101,2020,2461200.0,2746.0,0.0,1
41,101,2021,172000.0,471048.0,0.0,2
41,101,2022,57592426.9,110816.0,0.0,8
41,101,2023,15160903.899999999,23002.0,0.0,5
41,102,2014,219002.0,884.0,135.0,6
41,102,2015,169000.0,648.0,51.0,3
41,102,2016,486000.0,652.0,176.0,5
41,102,2017,231428.0,347.0,292.0,4
41,102,2018,613775.16,963.0,586.0,7
41,102,2019,766000.0,2495.0,597.0,9
41,102,2020,1151206.0,1798.0,783.0,10
41,102,2021,1104155.0,5966.0,468.0,8
41,102,2022,1092500.0,319469.0,483.0,11
41,102,2023,45338641.0,4432.0,65.0,4
41,110,2014,7500.0,3200.0,6.0,1
41,110,2017,34000.0,3125.0,7.0,1
41,111,2014,127353393.71,3537066.0,94305.0,996
41,111,2015,143481173.57,5312547.0,106999.0,1111
41,111,2016,163758228.23,7630111.0,122365.0,1209
41,111,2017,168680483.43,6211977.0,129094.0,1272
41,111,2018,173136539.57,7634151.0,128998.0,1275
41,111,2019,188470224.07,9214322.0,138890.0,1384
41,111,2020,224827012.13,12400528.0,157395.0,1513
41,111,2021,273977223.8,9771452.0,183516.0,1818
41,111,2022,268481337.27,10012465.0,164152.0,1662
41,111,2023,220991632.7,11548076.0,133926.0,1320
41,112,2014,10776625.0,2457464.0,9368.0,48
41,112,2015,17156018.66,6473198.0,14674.0,71
41,112,2016,10855098.0,3139728.0,8803.0,51
41,112,2017,11887920.0,2280254.0,10039.0,56
41,112,2018,18886202.0,3837445.0,13064.0,66
41,112,2019,17487801.0,2143603.0,16737.0,90
41,112,2020,18991231.0,7334686.0,14777.0,79
41,112,2021,38620154.24,9841689.0,28246.0,109
41,112,2022,34015704.69,6796843.0,20096.0,117
41,112,2023,21455993.0,4410996.0,14975.0,82
41,120,2014,145000.0,116.0,204.0,2
41,120,2015,965916.0,2750.0,2176.0,5
41,120,2016,474000.0,674.0,834.0,5
41,120,2017,749000.0,3287.0,1450.0,8
41,120,2018,1717021.05,13022.0,2428.0,10
41,120,2019,1682189.21,2732.0,2324.0,9
41,120,2020,610670.12,122455.0,730.0,5
41,120,2021,2053150.76,8679.0,3119.0,14
41,120,2022,1460900.0,2531.0,1759.0,8
41,120,2023,2049000.0,4955.0,1741.0,6
41,121,2014,3835293.24,160.0,2164.0,41
41,121,2015,3335031.0,201.0,2560.0,44
41,121,2016,3547280.0,1300.0,2868.0,52
41,121,2017,4270665.05,491.0,3399.0,62
41,121,2018,4602277.46,79633.0,4191.0,77
41,121,2019,4177108.96,1315.0,3654.0,76
41,121,2020,5310881.61,468.0,4476.0,80
41,121,2021,7002299.89,78.0,4915.0,90
41,121,2022,6116697.25,1770.0,4010.0,67
41,121,2023,5907547.62,1324.0,3876.0,69
41,122,2014,549875.3200000001,892.0,522.0,5
41,122,2015,624000.0,6913.0,639.0,5
41,122,2016,1186650.0,4934.0,1125.0,12
41,122,2017,604600.0,2418.0,835.0,9
41,122,2018,1068260.41,7937.0,1886.0,21
41,122,2019,1436714.77,137618.0,2004.0,23
41,122,2020,473663.15,464.0,517.0,6
41,122,2021,1246298.54,8767.0,1655.0,16
41,122,2022,1558019.8,5440.0,1571.0,17
41,122,2023,967799.22,2556.0,1174.0,11
41,131,2014,1135804.56,1607100.0,0.0,36
41,131,2015,1679805.06,917946.0,0.0,45
41,131,2016,809657.0,65430.0,0.0,49
41,131,2017,1010641.6,100088.0,0.0,56
41,131,2018,1949225.12,1017242.0,0.0,58
41,131,2019,1061251.25,102766.0,0.0,46
41,131,2020,942321.0,284673.0,0.0,46
41,131,2021,1270250.0,152779.0,0.0,63
41,131,2022,1479151.0,403282.0,0.0,44
41,131,2023,1280411.0,137162.0,0.0,53
41,132,2014,237150.0,6776.0,0.0,4
41,132,2015,82600.0,1033.0,0.0,4
41,132,2016,34980.0,2510.0,0.0,2
41,132,2017,40900.0,1602.0,0.0,2
41,132,2018,172100.0,933.0,0.0,3
41,132,2019,219000.0,942.0,0.0,3
41,132,2020,121200.0,1970.0,0.0,4
41,132,2021,367650.0,31312.0,0.0,11
41,132,2022,509841.0,13670.0,0.0,17
41,132,2023,279500.0,9214.0,0.0,10
41,151,2014,1014000.0,16359.0,1412.0,6
41,151,2015,675001.0,13723.0,1909.0,6
41,151,2016,851600.0,6969.0,1269.0,6
41,151,2017,1139000.0,3414.0,1164.0,7
41,151,2018,81000.0,103.0,75.0,1
41,151,2019,568963.22,7235.0,720.0,5
41,151,2020,1297000.0,104353.0,1111.0,4
41,151,2021,1305000.0,16099.0,1191.0,6
41,151,2022,2191840.0,67791.0,1509.0,5
41,151,2023,2167699.0,57387.0,1925.0,10
41,152,2014,8417857.97,1209493.0,31108.0,47
41,152,2015,121723148.64,2198418.0,264562.0,41
41,152,2016,17229040.0,9482844.0,17142.0,47
41,152,2017,10549328.8,1828222.0,18555.0,52
41,152,2018,10558998.0,1174087.0,20754.0,56
41,152,2019,16011302.56,2309914.0,28495.0,78
41,152,2020,11572185.0,535390.0,20445.0,61
41,152,2021,15943406.64,263045.0,20814.0,70
41,152,2022,20135178.0,2214103.0,94094.0,80
41,152,2023,21811922.0,2613459.0,25936.0,75
41,221,2014,408080.02,42915.0,0.0,57
41,221,2015,505341.83,35813.0,0.0,51
41,221,2016,585173.02,59673.0,0.0,68
41,221,2017,769671.0,49857.0,0.0,64
41,221,2018,1011416.0,84315.0,0.0,72
41,221,2019,1069748.25,111482.0,0.0,74
41,221,2020,522024.44,45649.0,0.0,53
41,221,2021,1008318.5,65738.0,0.0,79
41,221,2022,652088.3,59085.0,0.0,79
41,221,2023,1325116.5,62168.0,0.0,85
41,222,2014,28750.0,2780.0,0.0,2
41,222,2016,20700.0,1297.0,0.0,1
41,222,2017,30000.0,2733.0,0.0,1
41,222,2020,15000.0,5120.0,0.0,1
41,223,2018,5500.0,1168.0,0.0,1
41,223,2022,50000.0,860.0,0.0,1
41,229,2014,3168792.2,105037.0,0.0,78
41,229,2015,2015834.97,36529.0,0.0,70
41,229,2016,2396994.9,82210.0,0.0,66
41,229,2017,2545057.9,72831.0,0.0,81
41,229,2018,1876027.0,55023.0,0.0,79
41,229,2019,2549216.31,71867.0,0.0,77
41,229,2020,3125058.7,64083.0,0.0,88
41,229,2021,3112321.5,56066.0,0.0,86
41,229,2022,3056732.1,54201.0,0.0,102
41,229,2023,2657081.2,93880.0,0.0,84
41,232,2014,1620144.92,2621822.0,0.0,117
41,232,2015,4853111.58,4208039.0,0.0,120
41,232,2016,2162260.54,3017415.0,0.0,109
41,232,2017,2380721.95,2772263.0,0.0,113
41,232,2018,2882955.19,3983254.0,0.0,154
41,232,2019,3044550.15,4143758.0,0.0,161
